Tên dự án,Giá,Diện tích,Phòng ngủ,Phòng vệ sinh,Vị trí,Địa chỉ chi tiết
"Bán Nhà Riêng tại Đường Tà Nung, Xã Tà Nung, Xã Tà Nung, Đà Lạt, Lâm Đồng giá siêu hời 3 tỷ, 210m2",3 tỷ,210 m²,2,2,"Đà Lạt, Lâm Đồng","Đường Tà Nung, Xã Tà Nung, Đà Lạt, Lâm Đồng"
"Bán quỹ căn dự án Grand Sunlake hướng ĐN, view hồ Văn Quán, giá hợp lý nhất thị trường","4,68 tỷ",92 m²,3,2,"Hà Đông, Hà Nội","Grand Sunlake, Trần Phú, Văn Quán, Hà Đông, Hà Nội"
"Đất mặt tiền QL 26 - Đối diện Suối Nước Nóng Trường Xuân - 656,2 m2 - Ninh Tây - Hỗ trợ lên thổ cư","1,15 tỷ","656,2 m²",Không có thông tin,Không có thông tin,"Ninh Hòa, Khánh Hòa","Đường Quốc Lộ 26, Xã Ninh Tây, Ninh Hòa, Khánh Hòa"
Bán biệt thự Nine South giá tốt khu vực DT 7x20m; 10x20m giá 15.5 tỷ/căn giá thật. LH 0901 424 ***,"15,5 tỷ",140 m²,4,5,"Nhà Bè, Hồ Chí Minh","Dự án Nine South Estates, Đường Nguyễn Hữu Thọ, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh"
"Bán LK 110m2 Hướng Nam. Sapphire Gem HP - Ngay TTHC mới Thủy Nguyên. Giá 5,850 tỷ. Bao thuế phí","5,85 tỷ",110 m²,3,3,"Thủy Nguyên, Hải Phòng","Dự án Sapphire Gem Hải Phòng, Đường 359C, Phường Thủy Đường, Thủy Nguyên, Hải Phòng"
"Bán nhà tại khu phân lô quân đội ngõ 32 Phùng Khoang, căn góc 3 mặt thoáng, nở hậu. LH: 0915 939 ***","16,6 tỷ","53,2 m²",4,3,"Nam Từ Liêm, Hà Nội","Ngõ 32, Đường Phùng Khoang, Phường Trung Văn, Nam Từ Liêm, Hà Nội"
"Bán nhà riêng tại Nguyễn Văn Thương, Bình Thạnh, 10,5 tỷ, 42,7 m2, 4PN, 5WC, Chính chủ","10,5 tỷ","42,7 m²",4,5,"Bình Thạnh, Hồ Chí Minh","Đường Nguyễn Văn Thương, Phường 25, Bình Thạnh, Hồ Chí Minh"
"Bán căn LK - Góc 141,9m2. Sapphire Gem - Ngay TTHC mới Thủy Nguyên. Giá: 7,860 tỷ. Bao thuế phí","7,86 tỷ",110 m²,4,5,"Thủy Nguyên, Hải Phòng","Dự án Sapphire Gem Hải Phòng, Đường 359C, Xã Thủy Đường, Thủy Nguyên, Hải Phòng"
Tư vấn quỹ căn đẹp Hoàng Huy Green River. PKD Chủ đầu tư 0868 880 ***,Giá thỏa thuận,90 m²,5,5,"Thủy Nguyên, Hải Phòng","Hoàng Huy Green River, Hoa Động, Thủy Nguyên, Hải Phòng"
"120m2 SSD, 3 tầng 6t9. 2 mặt tiền nhựa 8m, Vincom TĐ cách 3 phút đi","6,9 tỷ",120 m²,Không có thông tin,Không có thông tin,"Thủ Đức, Hồ Chí Minh","Phường Trường Thọ, Thủ Đức, Hồ Chí Minh"
"Ra mắt 100 lô đất mặt đường Võ Nguyễn Giáp - Tân Mỹ trung tâm TP Bắc Giang giá chỉ từ 2,4 tỷ","2,4 tỷ",80 m²,Không có thông tin,Không có thông tin,"Bắc Giang, Bắc Giang","Đường Võ Nguyên Giáp, Xã Tân Mỹ, Bắc Giang, Bắc Giang"
"Bán nhà riêng 2PN, 2WC, 75m2 tại Lê Văn Duyệt, p 3, Bình Thạnh, HCM, 10,7 tỷ","10,7 tỷ",75 m²,2,2,"Bình Thạnh, Hồ Chí Minh","Đường Lê Văn Duyệt, Phường 3, Bình Thạnh, Hồ Chí Minh"
"Bán căn hộ Bình Thạnh, Richmond City 4.2 tỷ nội thất cao cấp. LH: 0969 790 ***","4,2 tỷ",66 m²,2,2,"Bình Thạnh, Hồ Chí Minh","Dự án Richmond City, Phố Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh"
Bán đất dự án Samsung Village 107m2,"7,28 tỷ",107 m²,Không có thông tin,Không có thông tin,"Quận 9, Hồ Chí Minh","Dự án Samsung Village, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
"Bán Nhà riêng tại Đường Mỹ Huề, Trung Chánh, Hóc Môn, TP. HCM - giá 40 triệu / m2, 92 m2, 2PN, 2WC","3,68 tỷ",92 m²,2,2,"Hóc Môn, Hồ Chí Minh","Đường Mỹ Huề, Xã Trung Chánh, Hóc Môn, Hồ Chí Minh"
"Cần Bán Gấp - Nhà Mới 72m2 - Bùi Đình Túy, Bình Thạnh - Hẻm 4m","8,8 tỷ",72 m²,Không có thông tin,Không có thông tin,"Bình Thạnh, Hồ Chí Minh","Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh"
"CẮT LỖ 400 TRIỆU -BÁN GẤP LÔ ĐẤT NỀN 200M2 -SỔ HỒNG RIÊNG ,THỔ CƯ 100%- AN VIỄN TRẢNG BOM ĐỒNG NAI",3 tỷ,200 m²,Không có thông tin,Không có thông tin,"Trảng Bom, Đồng Nai","An Viễn, Trảng Bom, Đồng Nai"
Chính chủ bán gấp căn studio 1 tỷ 730 chung cư Masteri West Height Vin Smart City,"1,73 tỷ","30,3 m²",1,1,"Nam Từ Liêm, Hà Nội","Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội"
"Bán đất Xuân Thành Trại Mát phường 11, Tp Đà Lạt đường ô tô, DT 401m2, sổ riêng xây dựng","6,5 tỷ",401 m²,Không có thông tin,Không có thông tin,"Đà Lạt, Lâm Đồng","Đường Trại Mát, Phường 11, Đà Lạt, Lâm Đồng"
Bán nhà sau Phong Dê Ngoại Giao Đoàn - 38m2 - 5 tầng mới - sẵn nội thất - hơn 6 tỷ - Lh 0971 555 ***,"6,8 tỷ",38 m²,3,4,"Bắc Từ Liêm, Hà Nội","Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội"
GIA ĐÌNH CẦN BÁN GẤP CĂN NHÀ PHÂN LÔ MẶT GÓC CÓ DIỆN TÍCH 43m2 x 4 tầng,"14,5 tỷ",43 m²,5,4,"Hai Bà Trưng, Hà Nội","Phố Hồng Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội"
BÁN BIỆT THỰ MINI TÂM HUYẾT - LINH XUÂN 10x22m Hẻm nhựa xe tải vào tận nhà,"8,3 tỷ",220 m²,4,4,"Thủ Đức, Hồ Chí Minh","Đường Quốc lộ 1K, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh"
"Chủ Nhà Cần bán nhanh căn hộ 2PN, 2WC tại tòa Lake 1, Aquabay KĐT Ecopark (TIN THẬT)","3,55 tỷ",70 m²,2,2,"Văn Giang, Hưng Yên","Ecopark, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên"
Giỏ hàng biệt thự siêu hiếm diện tích 405m2 đối diện khách sạn 5 sao,Giá thỏa thuận,405 m²,Không có thông tin,Không có thông tin,"Vị Thanh, Hậu Giang","Dự án DIC Victory City, Phường 4, Vị Thanh, Hậu Giang"
CHÍNH CHỦ CẦN BÁN_#_LÔ GÓC _#_2 MẶT THOÁNG VĨNH VIỄN_#_Ô TÔ ĐỖ CỬA VÀO NHÀ TUỲ Ý,"16,3 tỷ","64,2 m²",4,3,"Bắc Từ Liêm, Hà Nội","Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội"
Tổng hợp full quỹ căn 2 phòng ngủ Vinhomes Skylake cần bán giá tốt nhất. LH 0976 069 ***,Giá thỏa thuận,70 m²,2,2,"Nam Từ Liêm, Hà Nội","Dự án Vinhomes Skylake, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội"
"BÁN CĂN HỘ CẠNH NHÀ HÁT LỚN, LIỀN KỀ HỒ GƯƠM, TẦNG THẤP 79m2 ĐẸP THOÁNG Trước Sau","5,53 tỷ",79 m²,2,1,"Hoàn Kiếm, Hà Nội","Đường Lý Thái Tổ, Phường Lý Thái Tổ, Hoàn Kiếm, Hà Nội"
"HIẾM CÓ KHÓ TÌM: Căn nhà dòng tiền khu Giải Phóng, 38m2, 5PN giá 5.95 tỷ","5,95 tỷ",38 m²,5,5,"Hoàng Mai, Hà Nội","Đường Giải Phóng, Phường Giáp Bát, Hoàng Mai, Hà Nội"
"Siêu hiếm phân lô phố Hoàng Cầu, Đống Đa 146m2 mặt tiền 7m ô tô kinh doanh dòng tiền, đầu tư 78 tỷ",78 tỷ,146 m²,4,4,"Đống Đa, Hà Nội","Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội"
"Cần bán đất 1070m2 có sổ đỏ tại Thôn Đồng Chanh, Nhuận Trạch, Lương Sơn giá 8.9 triệu/m2:0916 393 ***","9,52 tỷ",1.070 m²,Không có thông tin,Không có thông tin,"Lương Sơn, Hòa Bình","Đường Đồng Chanh, Xã Nhuận Trạch, Lương Sơn, Hòa Bình"
"CHỈ VỚI 1,85 TỶ CÓ NGAY CĂN 2PN2WC 73M2 CĂN HỘ THE EMERALD 68 - TẶNG FULL NỘI THẤT LÊN ĐẾN 90TR","1,9 tỷ",48 m²,2,1,"Thuận An, Bình Dương","The Emerald 68, Vĩnh Phú 16, Vĩnh Phú, Thuận An, Bình Dương"
Cần Tiền Trả Nợ Bán Nhanh CĂN GÓC SH4 CENTA CITY VSIP! Đang Cho Thuê 20tr/ tháng,Giá thỏa thuận,112 m²,4,4,"Từ Sơn, Bắc Ninh","Centa City, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh"
Him Lam Central Park nhà liền kề 4 tầng duy nhất tại Quận Hồng Bàng mới có giá 3 tỷ.,3 tỷ,60 m²,3,3,"Hồng Bàng, Hải Phòng","Him Lam Central Park An Hồng, An Hồng, Hồng Bàng, Hải Phòng"
"Bán căn hộ tầng 26, sổ đỏ, 46m nhà đẹp nội thất đầy đủ, tòa 8B đẹp","2,1 tỷ",46 m²,1,1,"Thanh Trì, Hà Nội","Dự án Đại Thanh, Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Thanh Trì, Hà Nội"
"Hàng Hiếm: Dự án f0 , xây Dựng tự do , Đất Đường 19 , khu bên sông , p. Hiệp Bình Chánh, Q. Thủ đức","7,45 tỷ",74 m²,Không có thông tin,Không có thông tin,"Thủ Đức, Hồ Chí Minh","Chung cư Mỹ An - 3G, Số 19, Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh"
BÁN GẤP NHÀ NÁT NGÔ GIA TỰ P4 QUẬN 10 CHỈ 5 TỶ THƯƠNG LƯỢNG,5 tỷ,38 m²,Không có thông tin,Không có thông tin,"Quận 10, Hồ Chí Minh","Đường Ngô Gia Tự, Phường 4, Quận 10, Hồ Chí Minh"
"Biệt thự Vaquarius Văn Giang chỉ 117 triệu/m2 đơn giá rẻ nhất thị trường, chỉ từ 3 tỷ sở hữu ngay!","18,75 tỷ",160 m²,4,5,"Văn Giang, Hưng Yên","Dự án Vaquarius Văn Giang, Đường 179, Xã Cửu Cao, Văn Giang, Hưng Yên"
Bán nhanh suất ngoại giao Hoàng Thành Pearl mặt đường Nguyễn Văn Giáp. LH 0989 182 ***,Giá thỏa thuận,98 m²,Không có thông tin,Không có thông tin,"Nam Từ Liêm, Hà Nội","Dự án Hoàng Thành Pearl, Đường Nguyễn Văn Giáp, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội."
CHÍNH CHỦ CẦN BÁN GẤP CĂN NHÀ ĐƯỜNG TRƯƠNG ĐỊNH CÓ DIỆN TÍCH 71m2 x 4 tầng,"12,9 tỷ",75 m²,5,4,"Hai Bà Trưng, Hà Nội","436 Trương Định, Trương Định, Trương Định, Hai Bà Trưng, Hà Nội"
Mở bán 426 căn biệt thự vườn 3 mặt view sông đẹp nhất The Global City Quận 2. LH: 0975 467 ***,60 tỷ,160 m²,5,6,"Quận 2, Hồ Chí Minh","Dự án The Global City, Phường An Phú, Quận 2, Hồ Chí Minh"
BIỆT THỰ LIỀN KỀ MINH NHỰA -120M2 -MẶT TIỀN 6M -NỘI THẤT NHẬP KHẨU -NGAY BỆNH VIỆN TÂM ANH,36 tỷ,120 m²,Không có thông tin,Không có thông tin,"Long Biên, Hà Nội","Đường Lâm Hạ, Phường Bồ Đề, Long Biên, Hà Nội"
"Nhà phố Nguyễn Khánh Toàn, 44m x 7T, mặt tiền 5.7m, phân lô OTO VIP, Cực Gần Phố. Chỉ hơn 13 tỷ!",13 tỷ,43 m²,4,6,"Cầu Giấy, Hà Nội","Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội"
"Chính chủ bán căn hộ Ehome Southgate lầu 8 full nội thất, có sổ hồng vào ở ngay. LH: 0975 467 ***","1,2 tỷ",51 m²,1,1,"Bến Lức, Long An","Dự án Ehome Southgate, Đường ĐT 830, Xã An Thạnh, Bến Lức, Long An"
Bán nhà dân xây cực kỳ chắc chắn tại Giang Biên Long Biên. Ô tô tránh.,Giá thỏa thuận,45 m²,4,3,"Long Biên, Hà Nội","Đường Giang Biên, Phường Giang Biên, Long Biên, Hà Nội"
"Chính chủ bán gấp nhà 5 tầng, DT 50m, MT 4,2m, Nguyễn Văn Cừ thông Ngọc lâm, ô tô vào nhà","10,8 tỷ",50 m²,5,4,"Long Biên, Hà Nội","Đường Nguyễn Văn Cừ, Phường Ngọc Thụy, Long Biên, Hà Nội"
"Chính chủ bán gấp nhà 3 tầng 3 lô liền kề xây cao tầng được, view sông khu Nam Việt Á 6PN 6 toliet","20,5 tỷ",270 m²,6,6,"Ngũ Hành Sơn, Đà Nẵng","Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Anh Thơ, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng"
"Bán CC Tecco Felice Homes Thuận An Bình Dương, 1,65 tỷ, 65m2, view đẹp, chính chủ","1,65 tỷ",65 m²,Không có thông tin,Không có thông tin,"Thuận An, Bình Dương","Chung cư An Phú Thuận An, Lê Thị Trung, An Phú, Thuận An, Bình Dương"
Ô TÔ ĐỖ CỬA - 7 TẦNG THANG MÁY - 2 MẶT NGÕ 3 MẶT THOÁNG - 14 PHÒNG KHÉP KÍN - PHÒNG NÀO CŨNG THOÁNG,"16,5 tỷ",66 m²,Không có thông tin,Không có thông tin,"Hoàng Mai, Hà Nội","Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội"
"Bán nhà cấp 4 gác lửng kiệt Ngô Quyền, P. Thọ Quang, Q. Sơn Trà, Tp. Đà Nẵng","3,1 tỷ",85 m²,3,1,"Sơn Trà, Đà Nẵng","Đường Ngô Quyền, Phường Mân Thái, Sơn Trà, Đà Nẵng"
Bán căn 2 ngủ tầng thấp đầy đủ nội thất Vinhome Gardenia,"6,45 tỷ",73 m²,2,2,"Nam Từ Liêm, Hà Nội","Vinhomes Gardenia, Hàm Nghi, Cầu Diễn, Nam Từ Liêm, Hà Nội"
"Quỹ căn Imperia tháng 3-2025; 2PN và 3PN giá tốt diện tích: 66m2, 76m2, 80.5m2, 97m2, 122m2, 173m2",11 tỷ,122 m²,3,2,"Thanh Xuân, Hà Nội","Dự án Imperia Garden, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội"
"Bán gấp nhà riêng 4PN, 3WC, 42m2 tại Phố Kẻ Tạnh, Giang Biên, Long Biên, 6,9 tỷ. Ô tô thông","6,9 tỷ",42 m²,4,3,"Long Biên, Hà Nội","Phố Kẻ Tạnh, Phường Giang Biên, Long Biên, Hà Nội"
"Bán nhà Phú Nhuận, mặt tiền HXH 6m (4.3x12)m, khu dân trí, ở ngay, chỉ 7.6 tỷ","7,6 tỷ",45 m²,2,2,"Phú Nhuận, Hồ Chí Minh","Đường Hồ Biểu Chánh, Phường 11, Phú Nhuận, Hồ Chí Minh"
"Chính chủ bán lại căn hộ 2, 3PN tại dự án Lumi Hà Nội giá cực tốt. LH 0982 281 ***","3,8 tỷ",54 m²,2,2,"Nam Từ Liêm, Hà Nội","Dự án Lumi Hanoi, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội."
"BÁN NHÀ TRUNG TÂM BIÊN HÒA ĐƯỜNG ÔTÔ 86M2, THỔ CƯ NHỈNH 2,x TỶ, THÔNG NGUYỄN ÁI QUỐC, CHỢ TÂN PHONG","2,9 tỷ",86 m²,2,1,"Biên Hòa, Đồng Nai","Đường Dương Tử Giang, Phường Tân Mai, Biên Hòa, Đồng Nai"
"Bán căn hộ chung cư GoldSeason, penhouse 170m, 4 ngủ, hướng mát, view đẹp","14,5 tỷ",168 m²,4,3,"Thanh Xuân, Hà Nội","GoldSeason, Nguyễn Tuân, Thanh Xuân Trung, Thanh Xuân, Hà Nội"
"Những căn ngoại giao sẵn sổ cuối chung cư Cầu Giấy Center Point 110 Cầu Giấy, LH 0977 917 ***","6,01 tỷ",78 m²,2,Không có thông tin,"Cầu Giấy, Hà Nội","Cầu Giấy Center Point, 110, Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội"
"Bán gấp đất nền vị trí đắc địa tại Đường Trần Phú, Phường Dương Đông, Phú Quốc, Kiên Giang, 4,5 tỷ","4,5 tỷ",82 m²,Không có thông tin,Không có thông tin,"Phú Quốc, Kiên Giang","Đường Trần Phú, Phường Dương Đông, Phú Quốc, Kiên Giang"
"5 tỷ nhỉnh - Tân Định, Quận 1 - hẻm 3m - sát mặt tiền - 4 tầng đúc hiện đại ở liền - kinh doanh","5,5 tỷ","36,8 m²",2,3,"Quận 1, Hồ Chí Minh","Phường Tân Định, Quận 1, Hồ Chí Minh"
GIỎ HÀNG ! Bán nhiều lô đất MT đường số 79; 81; 85; 45; 39; 41; 47;..P.Tân Quy l Q7. Giá tốt đầu tư,"12,5 tỷ",80 m²,Không có thông tin,Không có thông tin,"Quận 7, Hồ Chí Minh","Đường 79, Phường Tân Quy, Quận 7, Hồ Chí Minh"
"Chính chủ bán nhà 6 tầng, 30m ra phố Hào Nam, Lô góc, Nở Hậu, 2 thoáng sáng.","6,95 tỷ",30 m²,4,6,"Đống Đa, Hà Nội","Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội"
"Chính chủ bán nhà 6 tầng, 30m ra phố Hào Nam, Lô góc, Nở Hậu, 2 thoáng sáng.","6,95 tỷ",30 m²,4,6,"Đống Đa, Hà Nội","Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội"
"Bán nhà KĐT Yên Hoà, Trần Kim Xuyến, phân lô ô tô tránh, vỉa hè rộng. Diện tích 79m2 giá 28 tỷ",28 tỷ,79 m²,Không có thông tin,Không có thông tin,"Cầu Giấy, Hà Nội","Dự án Yên Hòa, Đường Trần Kim Xuyến, Phường Yên Hòa, Cầu Giấy, Hà Nội"
Độc quyền The Estella: tổng hợp 50 căn các loại: 150m2 - 12 tỷ; 171m2 - 13.5 tỷ; 250m2 - 18 tỷ,12 tỷ,150 m²,3,3,"Quận 2, Hồ Chí Minh","Dự án The Estella, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
TÌM CHỦ MỚI CHO LÔ ĐẤT NGHỈ DƯỠNG VIEW HỒ ĐẸP NHẤT BA VÌ,"4,38 tỷ","360,4 m²",Không có thông tin,Không có thông tin,"Ba Vì, Hà Nội","Đường ĐT 87, Xã Yên Bài, Ba Vì, Hà Nội"
Đất mặt tiền đường 22 VCN Phước Long giá từ 75tr/m2. Thông vào kdt sân bay cũ và Sungroup,"8,05 tỷ",115 m²,Không có thông tin,Không có thông tin,"Nha Trang, Khánh Hòa","Dự án VCN - Phước Long, Đường 22, Phường Phước Hải, Nha Trang, Khánh Hòa"
"GIÁ TỐT NHẤT THỊ TRƯỜNG CĂN HỘ CAO CẤP 2PN MASTERI LAKESIDE VINHOMES OCEAN PARK 1, CHIẾT KHẤU 15%","4,11 tỷ","61,5 m²",2,2,"Gia Lâm, Hà Nội","Masteri Lakeside, Đường Lý Thánh Tông, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội"
Chính chủ bán 102m lô góc 3 mặt tiền tại Việt Hưng- Văn Lâm.,"2,35 tỷ",102 m²,Không có thông tin,Không có thông tin,"Văn Lâm, Hưng Yên","Xã Việt Hưng, Văn Lâm, Hưng Yên"
"Bán nhà riêng giá tốt, Tân Thới Hiệp 6, 36m2, 2PN, 2WC, Quận 12, TP.HCM","2,7 tỷ",36 m²,2,2,"Quận 12, Hồ Chí Minh","Đường Tân Thới Hiệp 6, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh"
"SUẤT SANG NHƯỢNG! THE WESTERN 51m2,2PN - 2.150 tỷ, 66m2,2PN - 2.750 tỷ, 89m2,3PN - 3.280 tỷ","2,75 tỷ",66 m²,2,2,"Quận 6, Hồ Chí Minh","Dự án The Western Capital, Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Hồ Chí Minh"
Gia Long Riverside hàng độc quyền chuyển nhượng lại hàng CĐT rẻ LH: 0903 818 ***,"4,85 tỷ","87,9 m²",Không có thông tin,Không có thông tin,"Nhà Bè, Hồ Chí Minh","Dự án Gia Long Riverside Nhà Bè, Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh"
BÁN NHÀ 5x18 GẦN CHỢ ĐẦU MỐI HÓC MÔN,"4,68 tỷ",90 m²,4,3,"Hóc Môn, Hồ Chí Minh","Đường Nguyễn Thị Sóc, Xã Bà Điểm, Hóc Môn, Hồ Chí Minh"
"Bán Sunrise City 2PN, 2WC 106m2 giá 6,350 tỷ full nội thất","6,35 tỷ",106 m²,2,2,"Quận 7, Hồ Chí Minh","Dự án Sunrise City, Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh"
"Gấp siêu rẻ: 3.6 tỷ với căn 2N - 2WC toà G1, 69m2, Vinhomes Green Bay!","3,6 tỷ","69,23 m²",2,2,"Nam Từ Liêm, Hà Nội","Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội"
"Bán ngôi nhà tại Ngọc Thụy, Long Biên, Hà Nội","6,8 tỷ","49,6 m²",4,4,"Long Biên, Hà Nội","Phường Ngọc Thụy, Long Biên, Hà Nội"
"Bán nhà riêng 90m2, 23,5 tỷ, 5PN, 3WC tại Khu Liền Kề 13C Thượng Thanh, Long Biên, Hà Nội","23,5 tỷ",90 m²,5,3,"Long Biên, Hà Nội","Khu Liền Kề 13C Thượng Thanh, Phường Thượng Thanh, Long Biên, Hà Nội"
Chính chủ cần bán nhanh căn Biệt thự Mimosa đã hoàn thiện nội thất cao cấp với giá cực tốt,"38,7 tỷ",210 m²,4,4,"Văn Giang, Hưng Yên","Biệt thự Mimosa - Ecopark, Xuân Quan, Văn Giang, Hưng Yên"
CCMN PHÙNG KHOANG #90m 8T THANG MÁY - KV ĐÔNG SV - 21PKK - DÒNG TIỀN 1Tỷ5/Năm,"20,6 tỷ",90 m²,21,21,"Nam Từ Liêm, Hà Nội","Khu đô thị mới Phùng Khoang, Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội"
"Chủ cần bán gấp căn hộ studio Onsen Eco park - view hồ thiên nga, tương lai có bể bơi trước mặt",Giá thỏa thuận,35 m²,1,1,"Văn Giang, Hưng Yên","Dự án Swan Lake Onsen, Xã Xuân Quan, Văn Giang, Hưng Yên"
"Bán nhà mặt phố cạnh Aeon Bình Tân 182 Đường 7, Bình Trị Đông B, Bình Tân, giá cực chất 17,5 tỷ","17,5 tỷ",80 m²,4,3,"Bình Tân, Hồ Chí Minh","182 Đường 7, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh"
"CƠ HỘI CHO CÁC NHÀ ĐẦU TƯ LƯỚT SÓNG, MAY MẮN CHO NGƯỜI MUA Ở, NHÀ MẶT NGÕ, Ô TÔ VÀO NHÀ, HIỆN ĐẠI.","4,65 tỷ",45 m²,4,4,"Thanh Trì, Hà Nội","Đường Thọ Am, Xã Liên Ninh, Thanh Trì, Hà Nội"
"Phước Kiển Nhà Bè: Hạ giá thêm 400tr từ 6,5ty còn 6,1ty - có nhà 4 tầng - hẻm xe tải - 5x16m","6,1 tỷ",80 m²,4,4,"Nhà Bè, Hồ Chí Minh","Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh"
Chính chủ bán căn hộ có HĐMB 75m2 2PN CC Cao cấp Garden Gate Phú Nhuận,"5,4 tỷ",75 m²,2,2,"Phú Nhuận, Hồ Chí Minh","Garden Gate, 8 Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh"
"Lô đất Siêu đẹp, Siêu hot tọa lại ngay tại khu phố Giải trí của Đà Nẵng",10 tỷ,99 m²,Không có thông tin,Không có thông tin,"Hải Châu, Đà Nẵng","Đường Bình Minh 3, Phường Bình Thuận, Hải Châu, Đà Nẵng"
Mở Booking Villa 3 Mặt sông siêu hiếm đẳng cấp nhất khu đô thị quốc tế The Global City - Đã có Sổ,60 tỷ,338 m²,Không có thông tin,Không có thông tin,"Quận 2, Hồ Chí Minh","Đường Đỗ Xuân Hợp, Phường An Phú, Quận 2, Hồ Chí Minh"
Chuyển nhượng căn 2PN tầng 18 view trực diện biển Mỹ Khê Đà Nẵng,"4,9 tỷ","82,5 m²",2,2,"Ngũ Hành Sơn, Đà Nẵng","Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng."
"Đẳng cấp biệt thự view sông Đồng Nai, vị trí đắc địa, toạ lạc ngay trung tâm thành phố Biên Hoà!",48 tỷ,660 m²,Không có thông tin,Không có thông tin,"Biên Hòa, Đồng Nai","Phường Thống Nhất, Biên Hòa, Đồng Nai"
"Bán đất tặng nhà C4, ngõ oto vào, cách 80m ra đường 1A, và 80m ra đường Vũ Lăng nối dài, xây VP","6,6 tỷ","69,9 m²",Không có thông tin,Không có thông tin,"Thanh Trì, Hà Nội","Đường 1A, Xã Liên Ninh, Thanh Trì, Hà Nội"
