Tên dự án,Giá,Diện tích,Phòng ngủ,Phòng vệ sinh,Vị trí,Địa chỉ chi tiết
"Bán căn hộ Cảnh Viên 1, Phú Mỹ Hưng, Q 7, DT 120m2, 3PN, 2WC, view công viên, LH 0936 711 ***","10,3 tỷ",120 m²,3,2,"Quận 7, Hồ Chí Minh","Dự án Cảnh Viên 1, Phường Tân Phú, Quận 7, Hồ Chí Minh"
Hiếm nhà đẹp Minh Khai - 4T - 2.3 tỷ - full nội thất cho gia đình trẻ,"2,3 tỷ",12 m²,3,4,"Hai Bà Trưng, Hà Nội","Đường Minh Khai, Phường Thanh Lương, Hai Bà Trưng, Hà Nội"
"Duy nhất 1 căn chuyển nhượng Sentosa Sky Park 1,5PN giá gốc CĐT. LH 0936 770 ***","1,9 tỷ","46,5 m²",2,Không có thông tin,"Lê Chân, Hải Phòng","Dự án Sentosa Sky Park Hải Phòng, Đường Đại lộ Võ Nguyên Giáp, Phường Kênh Dương, Lê Chân, Hải Phòng"
"Bán biệt thự ngay Sông Hàn Đà Nẵng, 22,8 tỷ, 300m2, giá tốt, sổ hồng sẵn","22,5 tỷ",300 m²,Không có thông tin,Không có thông tin,"Hải Châu, Đà Nẵng","Dự án Elysia Complex City, Đường Bùi Viện, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng"
"Bán lô đất đường Sơn Thuỷ Đông 1 - Bãi tắm Sơn Thuỷ, giá 4 tỷ 050 tr","4,05 tỷ",90 m²,Không có thông tin,Không có thông tin,"Ngũ Hành Sơn, Đà Nẵng","Đường Sơn Thủy Đông 1, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng"
Trục thông - trục 21m lớn nhất khu Máng Nước Cửa Trại - 1 lô 75m duy nhất bán,"4,85 tỷ",75 m²,Không có thông tin,Không có thông tin,"Thủy Nguyên, Hải Phòng","Đường Máng Nước, Phường Thủy Đường, Thủy Nguyên, Hải Phòng"
"Bán suất ngoại giao ký trực tiếp CĐT 3PN 106m2 view Hồ, giá từ 120tr/m2, tặng 2 năm phí dịch vụ",Giá thỏa thuận,106 m²,3,2,"Ba Đình, Hà Nội","The Nelson Private Residences, Láng Hạ, Thành Công, Ba Đình, Hà Nội"
"Giá siêu tốt! Căn 2PN diện tích lớn Origami, view sông ĐN, hướng ĐN, ký với CĐT, giá 3tỷ265 all in","3,27 tỷ",67 m²,2,2,"Quận 9, Hồ Chí Minh","Dự án The Origami, Đường Phước Thiện, Phường Long Bình, Quận 9, Hồ Chí Minh"
"Shophouse cắt lỗ, view cầu Cửa Lục 3. Tiếp giáp KĐT Nghành Than",Giá thỏa thuận,90 m²,Không có thông tin,Không có thông tin,"Hạ Long, Quảng Ninh","Dự án FLC Tropical City, Đường Trần Phú, Phường Hà Khánh, Hạ Long, Quảng Ninh"
"Quỹ căn villa nghỉ dưỡng Flamingo Đại Lải, giá tốt cập nhật T3-2025, Ngọc Anh Flamingo","8,5 tỷ",323 m²,Không có thông tin,Không có thông tin,"Phúc Yên, Vĩnh Phúc","Dự án Flamingo Resort, Xã Ngọc Thanh, Phúc Yên, Vĩnh Phúc"
"Bán nhà 3 tầng 4,6tỷ 66m2 - sổ hồng thổ cư bao sang tên LH Thuỷ 0902 966 ***","4,6 tỷ",66 m²,3,3,"Quận 9, Hồ Chí Minh","Đường Gò Cát, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
"Toà văn phòng mặt phố Liễu Giai, Kim Mã Thượng, kinh doanh đỉnh, 82m2 x 6 tầng, thang máy, giá 35tỷ",35 tỷ,82 m²,Không có thông tin,Không có thông tin,"Ba Đình, Hà Nội","Phố Kim Mã Thượng, Phường Kim Mã, Ba Đình, Hà Nội"
"Giỏ hàng nội bộ Essensia Sky siêu đẹp, chiết khấu lên đến gần 200tr cho khách hàng",5 tỷ,74 m²,2,2,"Nhà Bè, Hồ Chí Minh","Dự án Essensia Sky, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh"
Bán căn hộ giá 1 tỷ view sông đối diện Cù Lao phố gần Aeon Mall Biên Hòa Đồng Nai,Giá thỏa thuận,60 m²,2,2,"Biên Hòa, Đồng Nai","Dự án Fresia Riverside , Đường Bùi Hữu Nghĩa, Phường Tân Vạn, Biên Hòa, Đồng Nai"
"Bán căn hộ 3PN + 2WC (87m2), view sông Sài Gòn, chung cư Q7 Riverside, Quận 7. Giá: 4,37 tỷ","4,37 tỷ",87 m²,3,2,"Quận 7, Hồ Chí Minh","Q7 Saigon Riverside, 04, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
"Khuôn vip Lê Đức Thọ P15 GV 10m x 30m (tiện xây biệt thự, CHDV",22 tỷ,280 m²,Không có thông tin,Không có thông tin,"Gò Vấp, Hồ Chí Minh","Đường Lê Đức Thọ, Phường 15, Gò Vấp, Hồ Chí Minh"
"Chuyên đất nền biệt thự đảo Hoa Sen (Lotus Island) vị trí đẹp tại thành phố Nha Trang, giá tốt","10,22 tỷ",365 m²,Không có thông tin,Không có thông tin,"Nha Trang, Khánh Hòa","Dự án Lotus Island, Xã Phước Đồng, Nha Trang, Khánh Hòa"
Chính chủ bán căn giáp góc ngay cổng chung cư diện tích 93 m2 giá bán 31 tỷ bao phí,31 tỷ,93 m²,Không có thông tin,Không có thông tin,"Thanh Trì, Hà Nội","Dự án Rue De Charme, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội"
"Bán căn 66,3m2 Mipec Kiến Hưng","3,65 tỷ","66,3 m²",2,2,"Hà Đông, Hà Nội","Dự án Mipec City View, Phường Kiến Hưng, Hà Đông, Hà Nội"
"Tiêu đề: Bán nhà riêng 5 tầng full nội thất, ô tô đỗ cửa, gần ĐH, doanh thu 40tr/th, LH 0347 013 ***","11,92 tỷ",40 m²,9,9,"Cầu Giấy, Hà Nội","Đường Trần Thái Tông, Phường Dịch Vọng, Cầu Giấy, Hà Nội"
"Bán các căn vip biệt thự mặt hồ, căn trục chính, 162m2-180m2 chỉ nhỉnh 20 tỷ",Giá thỏa thuận,290 m²,Không có thông tin,Không có thông tin,"Hoài Đức, Hà Nội","Dự án Lideco, Đường Quốc lộ 32, Thị trấn Trạm Trôi, Hoài Đức, Hà Nội"
"Bán nhà 4 tầng mặt tiền/mặt phố, diện tích 120m2, khu đô thị Nam Long Trần Trọng Cung,Quận 7, TPHCM","16,9 tỷ",120 m²,4,5,"Quận 7, Hồ Chí Minh","Khu đô thị Nam Long, Trần Trọng Cung, Tân Thuận Đông, Quận 7, Hồ Chí Minh"
"Bán lô đất hoa hậu full TC tại Nhật Tảo, DT: 195m2, đường rộng sát DA ciputra giá chỉ có: 130tr/m2",Giá thỏa thuận,195 m²,Không có thông tin,Không có thông tin,"Bắc Từ Liêm, Hà Nội","Đường Nhật Tảo, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội"
"Bán căn Skyvilla The Flemington, 220m2, 4PN, 3WC view Landmark 81 và Bitexco, giá 14.5 tỷ","14,5 tỷ",220 m²,4,3,"Quận 11, Hồ Chí Minh","Dự án The Flemington, Đường Lê Đại Hành, Phường 15, Quận 11, Hồ Chí Minh"
Bán gấp BT Bằng Lăng 03 - 02 hướng ĐB diện tích 408.8m2 xây dựng 712m2 căn thô view sông rộng 120tỷ,120 tỷ,"408,8 m²",5,5,"Long Biên, Hà Nội","Vinhomes Riverside, Bằng Lăng 3, Phúc Lợi, Long Biên, Hà Nội"
Bán đất Đồng Trạng Cổ Đông - Sơn Tây khu biệt thự Nam Sơn 65.5m2 giá 2.22 tỷ LH 0977 514 ***,"2,23 tỷ","65,5 m²",Không có thông tin,Không có thông tin,"Sơn Tây, Hà Nội","Khu BT Nam Sơn Đường Đồng Trạng, Xã Cổ Đông, Sơn Tây, Hà Nội"
"ĐẤT Ở ĐÔ THỊ, SỔ RIÊNG TỪNG LÔ 7x16,6x20 NGAY TT HÀNH CHÍNH, 3 MẶT GIÁP SÔNG, 1 MẶT LÀ ĐƯỜNG ĐT818","1,69 tỷ",112 m²,Không có thông tin,Không có thông tin,"Thủ Thừa, Long An","Đường 818, Thị trấn Thủ Thừa, Thủ Thừa, Long An"
Siêu hiếm góc 2 mặt tiền Lê Đại Hành Trần Bình Trọng khu bàn cờ Nha Trang giá 120 tỷ,120 tỷ,525 m²,Không có thông tin,Không có thông tin,"Nha Trang, Khánh Hòa","Đường Lê Đại Hành, Phường Tân Tiến, Nha Trang, Khánh Hòa"
Bán resort biển Quy nhơn. 14500 m2 đất. Giá bán 250 tỷ. Liên hệ: 0868 427 ***,250 tỷ,14.500 m²,40,40,"Quy Nhơn, Bình Định","Đường Quốc lộ 1D, Phường Ghềnh Ráng, Quy Nhơn, Bình Định"
"Phân lô phố Vĩnh Phúc, Ba Đình, vỉa hè, đường 3 oto tránh, DT 85m2 x 6 tầng, thang máy, giá 31 tỷ",31 tỷ,85 m²,Không có thông tin,Không có thông tin,"Ba Đình, Hà Nội","Đường Vĩnh Phúc, Phường Vĩnh Phúc, Ba Đình, Hà Nội"
"Bán nhà mặt phố tại Võ Thành Trang, 18 tỷ, 5mx24m",18 tỷ,121 m²,Không có thông tin,Không có thông tin,"Tân Bình, Hồ Chí Minh","Đường Võ Thành Trang, Phường 11, Tân Bình, Hồ Chí Minh"
"Biệt thự 12x16m hàng hiếm tại Sim City, giá tốt nhất dự án: 14,5 tỷ, 192m2, 6PN, 4WC, 3 tầng","14,5 tỷ",192 m²,6,4,"Quận 9, Hồ Chí Minh","Dự án Sim City, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh"
"Bán nhà Thạch Bàn, 48m2, 6tầng, 10,1tỷ, hiếm - ô tô đỗ cửa - nhà mới koong - ngõ thông","10,1 tỷ",48 m²,3,3,"Long Biên, Hà Nội","Đường Huỳnh Tấn Phát, Phường Thạch Bàn, Long Biên, Hà Nội"
"Ra nhanh 2PN Masteri Centre Point giá tốt chỉ 4,19 tỷ-vào 10% nhận nhà ở luôn -còn lại đến cuối năm","4,19 tỷ","73,4 m²",2,2,"Quận 9, Hồ Chí Minh","Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
"Chuyên bán biệt thự nhà phố KDC Phú Mỹ VPH, DT 6x21m (126m2) giá 18 tỷ và DT 10,5x21 m giá 31 tỷ",18 tỷ,126 m²,5,6,"Quận 7, Hồ Chí Minh","Khu dân cư Phú Mỹ, Hoàng Quốc Việt, Phú Mỹ, Quận 7, Hồ Chí Minh"
"Bán đất nền dự án 153 ha Cát Lái, P Cát Lái, TP Thủ Đức (Q2 cũ): 7x20, 5x20, 8x20 giá từ 53 tr/m2","7,42 tỷ",140 m²,Không có thông tin,Không có thông tin,"Quận 2, Hồ Chí Minh","Khu dân cư Cát Lái Invesco, Nguyễn Thị Định, Cát Lái, Quận 2, Hồ Chí Minh"
"Bán Nhà Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng.",24 tỷ,203 m²,Không có thông tin,Không có thông tin,"Hải Châu, Đà Nẵng","Phường Hòa Thuận Tây, Hải Châu, Đà Nẵng"
"Cần bán căn hộ The Flemington, 87m2, 3PN, giá cực cực tốt, nhà siêu đẹp. LH 0901 006 *** Phát","5,5 tỷ",87 m²,3,2,"Quận 11, Hồ Chí Minh","Dự án The Flemington, Đường Lê Đại Hành, Phường 15, Quận 11, Hồ Chí Minh"
Mảnh đất vàng Mai Anh Tuấn ! 1 mặt ô tô 1 mặt hồ - Mặt tiền 8m - Sổ đỏ nở hậu - khu vực trung tâm.,150 tỷ,282 m²,Không có thông tin,Không có thông tin,"Đống Đa, Hà Nội","Phường Ô Chợ Dừa, Đống Đa, Hà Nội"
"Gia đình tôi chuyển nhà mặt đất cần bán lại căn 72m2 CT5 KĐT Xa La, nhà Full nội thất thiết kế",Giá thỏa thuận,72 m²,2,2,"Hà Đông, Hà Nội","Khu đô thị mới Xa La, Phùng Hưng, Phúc La, Hà Đông, Hà Nội"
Chỉ với 650 triệu sở hữu căn hộ ngay mặt biển Cát Bà - Xanh Island giá đầu tư đợt 1,"1,85 tỷ",31 m²,1,1,"Cát Hải, Hải Phòng","Dự án Xanh Island Cát Bà, Đường 1/4, Thị trấn Cát Bà, Cát Hải, Hải Phòng"
"Bán nhà 26/24 Võ Văn Văn, KDCVL Tân Tạo, Bình Tân DT: 4*23m 4 lầu 5PN 4,99 tỷ","4,99 tỷ",88 m²,5,5,"Bình Tân, Hồ Chí Minh","26/24 Đường Võ Văn Vân, Phường Tân Tạo, Bình Tân, Hồ Chí Minh"
"Chính Chủ Bán Đất Vị Trí Đắc Địa DT 144m² Khu D Nam Đầm Vạc, Vĩnh Yên - Giá Tốt Nhất Chỉ 3x Tr/ M2",Giá thỏa thuận,144 m²,Không có thông tin,Không có thông tin,"Vĩnh Yên, Vĩnh Phúc","Dự án Khu đô thị Nam Đầm Vạc, Đường Ngô Quyền, Phường Khai Quang, Vĩnh Yên, Vĩnh Phúc"
"Bán nhà đẹp, giá rẻ - Cập nhật mới nhất giỏ hàng The Estella từ 2-3-4PN - Penthouse diện tích lớn",8 tỷ,104 m²,2,2,"Quận 2, Hồ Chí Minh","Dự án The Estella, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
"Chính chủ bán căn nhà diện tích 50,4m2 tường riêng móng riêng tại Him Lam Hùng Vương: 0347 391 ***","3,5 tỷ","50,4 m²",4,3,"Hồng Bàng, Hải Phòng","Dự án Him Lam Hùng Vương, Phường Hùng Vương, Hồng Bàng, Hải Phòng"
"Chính chủ bán căn nhà diện tích 50,4m2 tường riêng móng riêng tại Him Lam Hùng Vương: 0347 391 ***","3,5 tỷ","50,4 m²",4,3,"Hồng Bàng, Hải Phòng","Dự án Him Lam Hùng Vương, Phường Hùng Vương, Hồng Bàng, Hải Phòng"
"Chỉ hơn 1 tỷ mua được căn Towhouse, chỉ 5,2 tỷ mua được căn BT 175m2, CK 16.5%, vay 0%/2 năm",Giá thỏa thuận,60 m²,5,4,"Phủ Lý, Hà Nam","Dự án Sun Urban City, Đường Lê Công Thanh, Phường Lam Hạ, Phủ Lý, Hà Nam"
Dự án Handico Complex 33 Lê Văn Lương,"7,22 tỷ",85 m²,3,Không có thông tin,"Thanh Xuân, Hà Nội","Handico Complex, 33, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội"
"Chính chủ cần bán đất ngay trung tâm thị trấn Diên Khánh, giá tốt, full thổ cư. Lh: 0903 535 ***","1,01 tỷ","91,6 m²",Không có thông tin,Không có thông tin,"Diên Khánh, Khánh Hòa","Thị trấn Diên Khánh, Diên Khánh, Khánh Hòa"
"Bán Nhà Mặt tiền Thái Nguyên Vị trí đắc địa kinh doanh TP Nha Trang ngang mặt tiền 9mét DT 153,5m2",32 tỷ,"153,5 m²",Không có thông tin,Không có thông tin,"Nha Trang, Khánh Hòa","Phố Thái Nguyên, Phường Tân Tiến, Nha Trang, Khánh Hòa"
"(Ảnh thật) bán biệt thự góc đơn lập, vườn hoa cụm hồ, nhà thiết kế đẹp, hoàn thiện đẹp","24,5 tỷ",171 m²,Không có thông tin,Không có thông tin,"Hoài Đức, Hà Nội","Dự án Vinhomes Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội"
Mở bán quỹ căn đất nền liền kề Quốc Lộ 3 phường Ba Hàng giá 20 tr/m2,2 tỷ,100 m²,Không có thông tin,Không có thông tin,"Phổ Yên, Thái Nguyên","Đường Quốc lộ 3, Phường Ba Hàng, Phổ Yên, Thái Nguyên"
"Quang Hiếu 0347 391 ***, Nhận tư vấn, đặt chỗ toà CT2, chuyển nhượng căn hộ CT1, CT3 giá tốt",Giá thỏa thuận,"70,4 m²",2,2,"Ngô Quyền, Hải Phòng","MoonBay Residence 384 Lê Thánh Tông, Lê Thánh Tông, Vạn Mỹ, Ngô Quyền, Hải Phòng"
Ngộp Bank chỉ còn 2tỷ900tr lô đất đẹp 1795m2 Diên Thọ ôm đường 70m QH thổ sát bên TL2 cao tốc BN,"2,9 tỷ",1.795 m²,Không có thông tin,Không có thông tin,"Diên Khánh, Khánh Hòa","Đường Tỉnh Lộ 2, Xã Diên Thọ, Diên Khánh, Khánh Hòa"
"Nhà mặt tiền đường Lý Triện thiết kế rất đẹp, xây dựng 3 tầng kiên cố","8,1 tỷ",105 m²,3,3,"Thanh Khê, Đà Nẵng","Đường Lý Triện, Phường An Khê, Thanh Khê, Đà Nẵng"
"Quỹ ngoại giao; Chuyển nhượng liền kề, biệt thự đẹp nhất d/a Jade Square (Jade Orchid) giá từ 25 tỷ",30 tỷ,116 m²,Không có thông tin,Không có thông tin,"Bắc Từ Liêm, Hà Nội","Jade Square, Nguyễn Đình Tứ, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội"
"Bán tòa CHDV mặt tiền Đinh Công Tráng, Q 1. Hầm+ 6 tầng khai thác doanh thu ổn định. HL 0909 460 ***",49 tỷ,149 m²,Không có thông tin,Không có thông tin,"Quận 1, Hồ Chí Minh","Đường Đinh Công Tráng, Phường Tân Định, Quận 1, Hồ Chí Minh"
"Bán nhà mặt phố Quang Trung DT 5x27, HĐ cho thuê dài hạn tầng trệt 60tr/tháng",27 tỷ,135 m²,Không có thông tin,Không có thông tin,"Gò Vấp, Hồ Chí Minh","Đường Quang Trung, Phường 12, Gò Vấp, Hồ Chí Minh"
Đã cất nóc - Quỹ căn ngoại giao rẻ nhất The Charm An Hưng - liền KĐT Dương Nội Hà Đông,5 tỷ,72 m²,2,2,"Hà Đông, Hà Nội","Dự án The Charm An Hưng, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội"
"Chiết khấu cao siêu hấp dẫn các sản phẩm LK, BT Shophouse tại Majestic City, 70 triệu/m2, 90m2","6,3 tỷ",90 m²,Không có thông tin,Không có thông tin,"Mỹ Hào, Hưng Yên","Dự án Majestic City, Đường Lê Quý Quỳnh, Phường Nhân Hòa, Mỹ Hào, Hưng Yên"
"Căn 2PN New Lavida ngay Vincom Dĩ An, giá 1,5 tỷ trả trước 20% còn lại góp trung bình góp 6tr/tháng","1,5 tỷ",62 m²,2,Không có thông tin,"Dĩ An, Bình Dương","Dự án New Lavida , Đường ĐT 743C, Phường Tân Đông Hiệp, Dĩ An, Bình Dương"
"8x14m, XD 7 lầu, nhà C4 mặt tiền Hồ Biểu Chánh, gần UBND Phú Nhuận, giá 23.5 tỷ","23,5 tỷ",110 m²,Không có thông tin,Không có thông tin,"Phú Nhuận, Hồ Chí Minh","Đường Hồ Biểu Chánh, Phường 11, Phú Nhuận, Hồ Chí Minh"
Kẹt bank! Nhà 5 tầng MTKD Lê Văn Việt ~ 5m*20m = 100m2 - Bệnh Viện Lê Văn Việt - Quận 9. Bán: 20 Tỷ,20 tỷ,100 m²,Không có thông tin,Không có thông tin,"Quận 9, Hồ Chí Minh","Đường Lê Văn Việt, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh"
"Bán CC 3PN, 2WC tại Eco Lake View, 5,95 tỷ, 96m2, Đường Đại Từ, Hoàng Mai, Hà Nội","5,95 tỷ",96 m²,3,2,"Hoàng Mai, Hà Nội","Eco Lake View, Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội"
Bán đất nền KĐT VCN Phước Long II - Giá tốt nhất thị trường cho khách hàng đầu tư,"5,2 tỷ",100 m²,Không có thông tin,Không có thông tin,"Nha Trang, Khánh Hòa","Khu đô thị VCN Phước Long 2, Đường A2, Phường Phước Long, Nha Trang, Khánh Hòa"
"Áp lực cắt lỗ 8 tỷ bán nhà 8T, DT 305m2, 15x20m, lô góc, giá mời đầu tư 0968 135 *** (A Bá)","85,5 tỷ",305 m²,48,48,"Hai Bà Trưng, Hà Nội","Phố Trần Đại Nghĩa, Phường Trương Định, Hai Bà Trưng, Hà Nội"
390 triệu/395m2 mặt tiền đường HL2 nhựa 30m - sổ hồng riêng - công chứng trong ngày,390 triệu,"394,4 m²",Không có thông tin,Không có thông tin,"Trảng Bàng, Tây Ninh","Đường Hương lộ 2, Xã An Tịnh, Trảng Bàng, Tây Ninh"
Tòa căn hộ dịch vụ 7 tầng - 12 phòng - dòng tiền ổn định - hiếm nhà bán khu vực Tôn Thất Tùng,17 tỷ,72 m²,12,12,"Đống Đa, Hà Nội","Đường Tôn Thất Tùng, Phường Khương Thượng, Đống Đa, Hà Nội"
"Bán căn hộ SPlus Riverview tại Vĩnh Phú 38, Thuận An giá từ 1.200 tỷ/căn - hotline: 0787 888 ***","1,2 tỷ","53,35 m²",2,1,"Thuận An, Bình Dương","Dự án SPlus Riverview, Đường Vĩnh Phú 38, Phường Vĩnh Phú, Thuận An, Bình Dương"
"Cần bán căn hộ Garden Vip The Minato Residence, chỉ duy nhất 1 căn trong 1 tòa. Giá 2 tỷ 550","2,55 tỷ",56 m²,1,1,"Lê Chân, Hải Phòng","Dự án The Minato Residence, Phường Vĩnh Niệm, Lê Chân, Hải Phòng"
SIÊU PHẨM VILAR MĂT TIỀN SÔNG ĐƯỜNG 10. HBC. THỦ ĐỨC NHÀ ĐẸP 8x20. 3 TẦNG,21 tỷ,160 m²,5,4,"Thủ Đức, Hồ Chí Minh","Đường Số 10, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh"
"Nhiều căn chuyển nhượng Phodong - Sol Villas, DT: 100m2 - 500m2, từ 10.3 tỷ - 48 tỷ, LH: 0902 746 ***","10,3 tỷ",120 m²,Không có thông tin,Không có thông tin,"Quận 2, Hồ Chí Minh","Dự án Phố Đông Village , Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh"
"Bán đất tại Khu tái định cư Phú Mỹ 2, 7,5 tỷ, 90m2, Chính chủ view đẹp","7,5 tỷ",90 m²,Không có thông tin,Không có thông tin,"Quận 7, Hồ Chí Minh","Phường Phú Mỹ, Quận 7, Hồ Chí Minh"
Bán căn hộ Masteri vốn chỉ cần 400tr miễn gốc lãi hơn 2 năm,"1,62 tỷ",30 m²,Không có thông tin,Không có thông tin,"Văn Giang, Hưng Yên","The Empire - Vinhomes Ocean Park 2, Long Hưng, Văn Giang, Hưng Yên"
Cập nhật rổ hàng tháng 2/2025 căn hộ Topaz - Quận 8. LH em để được hỗ trợ trực tiếp,"3,2 tỷ",70 m²,2,2,"Quận 8, Hồ Chí Minh","Dự án Topaz Elite, Đường Cao Lỗ, Phường 4, Quận 8, Hồ Chí Minh"
"Chính chủ cần bán nhà phố tại 78 Cầu Đất, Ngô Quyền, Hải Phòng. Nhà đầy đủ nội thất, 47 m2, 3 tầng","2,9 tỷ",47 m²,3,2,"Ngô Quyền, Hải Phòng","78, Đường Cầu Đất, Phường Cầu Đất, Ngô Quyền, Hải Phòng"
"Chính chủ cần bán mảnh đất 126m2. Mặt tiền 9m. Giá bán 20 triệu/1m2, ôtô đỗ cửa","2,52 tỷ",126 m²,Không có thông tin,Không có thông tin,"Thạch Thất, Hà Nội","Xã Bình Yên, Thạch Thất, Hà Nội"
"Bán nhà MT Lê Duẩn 16 tỷ và nhà mặt tiền Hàm Nghi, gần ngã tư Nguyễn Văn Linh 58m2, giá 12 tỷ",12 tỷ,58 m²,Không có thông tin,Không có thông tin,"Hải Châu, Đà Nẵng","Đường Hàm Nghi, Phường Hải Châu I, Hải Châu, Đà Nẵng"
Chính chủ thiện chí bán nhanh căn hộ 1PN+ 58m2 đầy đủ nội thất - giá tốt nhất tại Hà Đô quận 10,"6,7 tỷ",58 m²,1,1,"Quận 10, Hồ Chí Minh","Dự án HaDo Centrosa Garden, Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh"
